Brinco_Pai;Brinco_Mae;Media_Pai;Media_Mae;Idade;Ordem_Lac;DEL;Brinco_Animal;Prod_Leit
15009;15027;1.76;1;3;1;17;18004;2.7
15009;15027;1.76;1;3;2;49;18004;3.2
15009;15027;1.76;1;3;2;74;18004;2.6
15009;15027;1.76;1;4;2;115;18004;2
15009;15027;1.76;1;4;2;140;18004;2.1
15009;15027;1.76;1;4;2;168;18004;2.2
15009;15027;1.76;1;4;2;199;18004;1.9
15009;15027;1.76;1;4;2;229;18004;1.7
15009;15027;1.76;1;4;2;261;18004;1.4
15009;15027;1.76;1;4;2;296;18004;1.0
15009;15027;1.76;1;4;2;321;18004;0.4
15009;15027;1.76;1;4;2;32;18004;1.4
15009;15027;1.76;1;4;3;63;18004;1.0
15009;15027;1.76;1;5;3;129;18004;3.3
15009;15027;1.76;1;5;3;154;18004;1.7
15009;15027;1.76;1;5;3;244;18004;1.0
15009;15027;1.76;1;5;3;38;18004;1.0
15009;15027;1.76;1;5;4;72;18004;0.3
15009;15027;1.76;1;6;4;119;18004;0.5
10029;15038;1.31;0.7;2;1;1;19075;0.2
10029;15038;1.31;0.7;2;1;33;19075;1.3
10029;15038;1.31;0.7;2;1;58;19075;1.4
10029;15038;1.31;0.7;3;1;99;19075;0.4
10029;15038;1.31;0.7;3;1;124;19075;0.3
10029;15038;1.31;0.7;3;1;152;19075;0.4
10029;15038;1.31;0.7;3;1;183;19075;0.3
10029;15038;1.31;0.7;3;1;213;19075;0.3
10029;15038;1.31;0.7;3;1;245;19075;0.2
10029;15038;1.31;0.7;3;1;280;19075;0.2
10029;15038;1.31;0.7;3;1;26;19075;1.5
10029;15038;1.31;0.7;3;2;57;19075;1.2
10029;15038;1.31;0.7;4;2;123;19075;1.5
10029;15038;1.31;0.7;4;2;148;19075;0.6
14101;15038;1.66;0.7;3;1;143;18020;1.9
14101;15038;1.66;0.7;3;1;186;18020;2.2
14101;15038;1.66;0.7;3;1;200;18020;1.7
14101;15038;1.66;0.7;3;1;232;18020;1.9
14101;15038;1.66;0.7;3;1;257;18020;2.1
14101;15038;1.66;0.7;4;1;298;18020;1.5
14101;15038;1.66;0.7;4;1;323;18020;1.0
14101;15038;1.66;0.7;4;1;351;18020;0.9
14101;15038;1.66;0.7;4;1;382;18020;0.8
14101;15038;1.66;0.7;4;1;6;18020;2.3
14101;15038;1.66;0.7;4;2;31;18020;2.3
14101;15038;1.66;0.7;4;2;70;18020;2.3
14101;15038;1.66;0.7;4;2;97;18020;2.4
14101;15038;1.66;0.7;4;2;133;18020;2.1
14101;15038;1.66;0.7;4;2;164;18020;1.3
14101;15038;1.66;0.7;5;2;230;18020;2.1
14101;15038;1.66;0.7;5;2;255;18020;1.5
14101;15038;1.66;0.7;5;2;345;18020;0.9
14101;15038;1.66;0.7;5;2;23;18020;1.3
14101;15038;1.66;0.7;5;3;88;18020;1.6
14101;15038;1.66;0.7;6;3;135;18020;1.5
14101;15038;1.66;0.7;6;3;159;18020;1.5
15009;15046;1.76;1.32;2;1;160;19030;1.5
15009;15046;1.76;1.32;2;1;32;19030;1.3
15009;15046;1.76;1.32;2;1;57;19030;2.8
15009;15046;1.76;1.32;3;1;98;19030;2.1
15009;15046;1.76;1.32;3;1;123;19030;2.3
15009;15046;1.76;1.32;3;1;151;19030;2.2
15009;15046;1.76;1.32;3;1;182;19030;2.4
15009;15046;1.76;1.32;3;1;212;19030;2.1
15009;15046;1.76;1.32;3;1;244;19030;1.9
15009;15046;1.76;1.32;3;1;279;19030;1.3
15009;15046;1.76;1.32;3;1;304;19030;1.2
15009;15046;1.76;1.32;3;1;343;19030;1.0
15009;15046;1.76;1.32;3;1;9;19030;1.8
15009;15046;1.76;1.32;3;2;45;19030;1.4
15009;15046;1.76;1.32;3;2;76;19030;0.8
15009;15046;1.76;1.32;4;2;142;19030;1.8
15009;15046;1.76;1.32;4;2;167;19030;1.2
15009;15046;1.76;1.32;4;2;257;19030;0.8
15009;15046;1.76;1.32;4;2;30;19030;0.9
13362;15046;1.46;1.32;3;1;284;17053;2.6
13362;15046;1.46;1.32;3;1;361;17053;1.9
13362;15046;1.46;1.32;4;1;400;17053;1.9
13362;15046;1.46;1.32;4;1;450;17053;2.1
13362;15046;1.46;1.32;4;1;603;17053;1.4
14101;15047;1.66;0.66;2;1;69;18036;0.8
14101;15047;1.66;0.66;3;1;108;18036;1.1
14101;15047;1.66;0.66;3;1;158;18036;1.0
14101;15047;1.66;0.66;3;1;9;18036;0.6
14101;15047;1.66;0.66;3;2;23;18036;1.1
14101;15047;1.66;0.66;3;2;55;18036;1.1
14101;15047;1.66;0.66;3;2;80;18036;0.8
14101;15047;1.66;0.66;4;2;121;18036;0.8
14101;15047;1.66;0.66;4;2;146;18036;0.5
14101;15047;1.66;0.66;4;2;174;18036;0.4
14101;15047;1.66;0.66;4;2;26;18036;1.0
14101;15047;1.66;0.66;4;3;53;18036;0.8
14101;15047;1.66;0.66;4;3;89;18036;0.8
14101;15047;1.66;0.66;4;3;120;18036;0.4
14101;15047;1.66;0.66;5;3;23;18036;0.1
14101;15047;1.66;0.66;6;4;45;18036;1.7
14101;15179;1.66;2.58;2;1;14;19056;1.6
14101;15179;1.66;2.58;3;1;55;19056;1.9
14101;15179;1.66;2.58;3;1;80;19056;1.6
14101;15179;1.66;2.58;3;1;108;19056;1.7
14101;15179;1.66;2.58;3;1;139;19056;1.5
14101;15179;1.66;2.58;3;1;169;19056;1.5
14101;15179;1.66;2.58;3;1;201;19056;1.2
14101;15179;1.66;2.58;3;1;236;19056;0.6
14101;15179;1.66;2.58;3;1;261;19056;0.8
14101;15179;1.66;2.58;3;1;7;19056;2.4
14101;15179;1.66;2.58;3;2;43;19056;3.7
14101;15179;1.66;2.58;3;2;74;19056;2
14101;15179;1.66;2.58;4;2;140;19056;3.5
14101;15179;1.66;2.58;4;2;165;19056;1.5
14101;15179;1.66;2.58;4;2;255;19056;1.2
14101;15179;1.66;2.58;4;2;32;19056;2.6
14101;15179;1.66;2.58;5;3;79;19056;2.8
14101;15179;1.66;2.58;5;3;103;19056;2.5
14101;15179;1.66;2.58;2;1;148;19057;2
14101;15179;1.66;2.58;2;1;191;19057;2.5
14101;15179;1.66;2.58;2;1;205;19057;1.7
14101;15179;1.66;2.58;2;1;237;19057;2.4
14101;15179;1.66;2.58;2;1;262;19057;1.8
14101;15179;1.66;2.58;3;1;303;19057;1.4
14101;15179;1.66;2.58;3;1;328;19057;0.9
14101;15179;1.66;2.58;3;1;356;19057;1.3
14101;15179;1.66;2.58;3;1;387;19057;1.0
14101;15179;1.66;2.58;3;1;417;19057;0.7
14101;15179;1.66;2.58;3;1;8;19057;2.6
14101;15179;1.66;2.58;3;2;33;19057;2.7
14101;15179;1.66;2.58;3;2;72;19057;2.2
14101;15179;1.66;2.58;3;2;99;19057;2
14101;15179;1.66;2.58;3;2;135;19057;1.8
14101;15179;1.66;2.58;3;2;166;19057;1.5
14101;15179;1.66;2.58;4;2;232;19057;1.2
14101;15179;1.66;2.58;4;2;257;19057;0.1
14101;15179;1.66;2.58;4;2;35;19057;2.2
14101;16004;1.66;0.82;2;1;8;20024;2.5
14101;16004;1.66;0.82;2;1;43;20024;2.7
14101;16004;1.66;0.82;2;1;68;20024;1.8
14101;16004;1.66;0.82;2;1;107;20024;2.2
14101;16004;1.66;0.82;2;1;134;20024;1.3
14101;16004;1.66;0.82;2;1;170;20024;1.0
14101;16004;1.66;0.82;2;1;201;20024;0.7
14101;16004;1.66;0.82;3;1;267;20024;0.7
14101;16004;1.66;0.82;3;1;292;20024;0.4
14101;16004;1.66;0.82;3;1;17;20024;1.5
14101;16004;1.66;0.82;3;2;129;20024;1.9
14101;16004;1.66;0.82;3;2;160;20024;1.7
14101;16004;1.66;0.82;3;2;194;20024;2
14101;16004;1.66;0.82;4;2;241;20024;0.8
14101;16004;1.66;0.82;4;2;265;20024;1.3
13362;16008;1.46;1.53;2;1;52;18054;2.2
13362;16008;1.46;1.53;2;1;129;18054;2.1
13362;16008;1.46;1.53;3;1;168;18054;1.5
13362;16008;1.46;1.53;3;1;218;18054;1.3
13362;16008;1.46;1.53;3;1;371;18054;0.5
13362;16008;1.46;1.53;3;1;414;18054;0.8
13362;16008;1.46;1.53;3;1;428;18054;0.6
14101;16018;1.66;1.38;2;1;9;20004;2
14101;16018;1.66;1.38;2;1;44;20004;3.1
14101;16018;1.66;1.38;2;1;69;20004;1.5
14101;16018;1.66;1.38;2;1;108;20004;0.9
14101;16018;1.66;1.38;2;1;135;20004;0.9
14101;16018;1.66;1.38;2;1;171;20004;0.7
14101;16018;1.66;1.38;2;1;202;20004;0.3
14101;16018;1.66;1.38;3;1;268;20004;0.4
14101;16018;1.66;1.38;3;1;24;20004;0.3
13362;16022;1.46;2.25;1;1;19;21003;1.6
13362;16022;1.46;2.25;1;1;58;21003;1.6
13362;16022;1.46;2.25;1;1;85;21003;1.8
13362;16022;1.46;2.25;1;1;121;21003;1.6
13362;16022;1.46;2.25;1;1;152;21003;1.4
13362;16022;1.46;2.25;2;1;218;21003;1.6
13362;16022;1.46;2.25;2;1;243;21003;0.9
13362;16022;1.46;2.25;2;1;19;21003;2.2
13362;16022;1.46;2.25;2;2;131;21003;1.9
13362;16022;1.46;2.25;2;2;162;21003;2.2
13362;16022;1.46;2.25;2;2;196;21003;2.4
13362;16022;1.46;2.25;3;2;243;21003;2.1
13362;16022;1.46;2.25;3;2;267;21003;2
15009;16032;1.76;0.6;2;1;49;18009;3.5
15009;16032;1.76;0.6;2;1;126;18009;1.6
15009;16032;1.76;0.6;3;1;165;18009;3.1
15009;16032;1.76;0.6;3;1;215;18009;2.8
15009;16032;1.76;0.6;3;1;9;18009;4
15009;16032;1.76;0.6;3;2;23;18009;2.9
15009;16032;1.76;0.6;3;2;55;18009;3.7
15009;16032;1.76;0.6;3;2;80;18009;3.2
15009;16032;1.76;0.6;4;2;121;18009;1.8
15009;16032;1.76;0.6;4;2;146;18009;2.3
15009;16032;1.76;0.6;4;2;174;18009;2
15009;16032;1.76;0.6;4;2;205;18009;1.5
15009;16032;1.76;0.6;4;2;235;18009;1.5
15009;16032;1.76;0.6;4;2;267;18009;0.8
15009;16032;1.76;0.6;4;2;302;18009;0.6
15009;16032;1.76;0.6;4;2;327;18009;0.4
15009;16032;1.76;0.6;4;2;6;18009;5
15009;16032;1.76;0.6;5;3;254;18009;0.4
19078;16039;1.58;0.97;1;1;22;21020;3.1
19078;16039;1.58;0.97;1;1;61;21020;2.5
19078;16039;1.58;0.97;1;1;88;21020;2.7
19078;16039;1.58;0.97;1;1;124;21020;2.2
19078;16039;1.58;0.97;1;1;155;21020;1.5
19078;16039;1.58;0.97;2;1;221;21020;2.1
19078;16039;1.58;0.97;2;1;246;21020;0.8
19078;16039;1.58;0.97;2;1;17;21020;2.9
14101;16039;1.66;0.97;2;1;59;18033;3
14101;16039;1.66;0.97;3;1;98;18033;3.3
14101;16039;1.66;0.97;3;1;148;18033;3.3
14101;16039;1.66;0.97;3;1;8;18033;4.3
14101;16039;1.66;0.97;3;2;22;18033;2.6
14101;16039;1.66;0.97;3;2;54;18033;3.9
14101;16039;1.66;0.97;3;2;79;18033;3.4
14101;16039;1.66;0.97;4;2;120;18033;2.6
14101;16039;1.66;0.97;4;2;145;18033;2.5
14101;16039;1.66;0.97;4;2;173;18033;2.3
14101;16039;1.66;0.97;4;2;204;18033;2.3
14101;16039;1.66;0.97;4;2;234;18033;2.2
14101;16039;1.66;0.97;4;2;266;18033;1.8
14101;16039;1.66;0.97;4;2;301;18033;0.2
14101;16039;1.66;0.97;4;2;18;18033;4.1
14101;16039;1.66;0.97;4;3;54;18033;3.8
14101;16039;1.66;0.97;4;3;85;18033;2.6
14101;16039;1.66;0.97;5;3;151;18033;4.3
14101;16039;1.66;0.97;5;3;176;18033;2.1
14101;16039;1.66;0.97;5;3;266;18033;1.6
13362;16055;1.46;1.85;1;1;15;20035;1.5
13362;16055;1.46;1.85;1;1;29;20035;1.3
13362;16055;1.46;1.85;1;1;61;20035;1.7
13362;16055;1.46;1.85;1;1;86;20035;1.9
13362;16055;1.46;1.85;2;1;127;20035;1.5
13362;16055;1.46;1.85;2;1;152;20035;1.5
13362;16055;1.46;1.85;2;1;180;20035;1.2
13362;16055;1.46;1.85;2;1;211;20035;1.3
13362;16055;1.46;1.85;2;1;241;20035;1.2
13362;16055;1.46;1.85;2;1;273;20035;0.8
13362;16055;1.46;1.85;3;1;110;20035;0.9
13362;16055;1.46;1.85;3;2;141;20035;1.1
13362;16055;1.46;1.85;3;2;175;20035;1.1
13362;16055;1.46;1.85;4;2;222;20035;0.8
13362;16055;1.46;1.85;4;2;246;20035;0.8
19078;16313;1.58;1.84;2;1;28;21056;2
19078;16313;1.58;1.84;2;1;140;21056;1.7
19078;16313;1.58;1.84;2;1;171;21056;1.6
19078;16313;1.58;1.84;2;1;205;21056;1.5
19078;16313;1.58;1.84;3;1;252;21056;1.5
19078;16313;1.58;1.84;3;1;276;21056;1.2
13362;16317;1.46;1.38;2;1;7;20016;2.1
13362;16317;1.46;1.38;2;1;42;20016;2.7
13362;16317;1.46;1.38;2;1;67;20016;2.2
13362;16317;1.46;1.38;2;1;106;20016;2.2
13362;16317;1.46;1.38;2;1;133;20016;1.9
13362;16317;1.46;1.38;2;1;169;20016;2.1
13362;16317;1.46;1.38;2;1;200;20016;1.0
13362;16317;1.46;1.38;3;1;266;20016;0.5
13362;16317;1.46;1.38;3;1;28;20016;0.9
13362;16317;1.46;1.38;3;2;140;20016;1.6
13362;16317;1.46;1.38;3;2;171;20016;2.3
13362;16317;1.46;1.38;3;2;205;20016;2.3
13362;16317;1.46;1.38;4;2;252;20016;1.4
13362;16317;1.46;1.38;4;2;276;20016;0.7
19078;17004;1.58;0.98;1;1;5;21022;1.1
19078;17004;1.58;0.98;1;1;32;21022;1.7
19078;17004;1.58;0.98;1;1;68;21022;1.7
19078;17004;1.58;0.98;1;1;99;21022;0.9
19078;17004;1.58;0.98;2;1;165;21022;1.3
19078;17004;1.58;0.98;2;1;190;21022;0.3
19078;17004;1.58;0.98;2;1;280;21022;0.6
19078;17004;1.58;0.98;2;1;25;21022;2.2
19078;17004;1.58;0.98;2;2;56;21022;3.1
19078;17004;1.58;0.98;2;2;90;21022;3
19078;17004;1.58;0.98;3;2;137;21022;2.2
19078;17004;1.58;0.98;3;2;161;21022;2.1
10011;17031;1.41;1.25;2;1;2;19079;1.9
10011;17031;1.41;1.25;2;1;34;19079;2.7
10011;17031;1.41;1.25;2;1;59;19079;2.2
10011;17031;1.41;1.25;3;1;100;19079;1.4
10011;17031;1.41;1.25;3;1;125;19079;1.1
10011;17031;1.41;1.25;3;1;153;19079;1.3
10011;17031;1.41;1.25;3;1;184;19079;1.3
10011;17031;1.41;1.25;3;1;214;19079;1.3
10011;17031;1.41;1.25;3;1;246;19079;0.9
10011;17031;1.41;1.25;3;1;36;19079;1.9
10011;17031;1.41;1.25;3;2;63;19079;2
10011;17031;1.41;1.25;3;2;99;19079;0.5
10011;17031;1.41;1.25;3;2;130;19079;1.2
10011;17031;1.41;1.25;4;2;196;19079;1.5
10011;17031;1.41;1.25;4;2;221;19079;0.7
10011;17031;1.41;1.25;4;2;7;19079;2.1
10011;17031;1.41;1.25;4;3;119;19079;1.9
10011;17031;1.41;1.25;4;3;150;19079;2.1
10011;17031;1.41;1.25;4;3;184;19079;1.2
10011;17031;1.41;1.25;5;3;231;19079;1.2
10011;17031;1.41;1.25;5;3;255;19079;1.4
10011;17031;1.41;1.25;2;1;98;19080;2.7
10011;17031;1.41;1.25;2;1;141;19080;1.8
10011;17031;1.41;1.25;2;1;155;19080;1.4
10011;17031;1.41;1.25;2;1;187;19080;0.6
10011;17031;1.41;1.25;2;1;212;19080;1.4
19078;18020;1.58;1.69;1;1;21;21014;2.4
19078;18020;1.58;1.69;1;1;60;21014;2.5
19078;18020;1.58;1.69;1;1;87;21014;2.4
19078;18020;1.58;1.69;1;1;123;21014;2.1
19078;18020;1.58;1.69;1;1;154;21014;1.5
19078;18020;1.58;1.69;2;1;220;21014;2.7
19078;18020;1.58;1.69;2;1;245;21014;1.7
19078;18020;1.58;1.69;2;1;335;21014;1.6
19078;18020;1.58;1.69;2;1;9;21014;0.5
19078;18020;1.58;1.69;3;2;56;21014;1.8
19078;18020;1.58;1.69;3;2;80;21014;2.8
14101;18030;1.66;0.74;2;1;21;20018;2.7
14101;18030;1.66;0.74;2;1;46;20018;2.3
14101;18030;1.66;0.74;2;1;85;20018;2.2
14101;18030;1.66;0.74;2;1;112;20018;2.1
14101;18030;1.66;0.74;2;1;148;20018;1.9
14101;18030;1.66;0.74;2;1;179;20018;1.2
14101;18030;1.66;0.74;3;1;245;20018;1.2
14101;18030;1.66;0.74;3;1;270;20018;0.5
14101;18030;1.66;0.74;3;1;29;20018;1.3
14101;18030;1.66;0.74;3;2;141;20018;2
14101;18030;1.66;0.74;3;2;172;20018;2.2
14101;18030;1.66;0.74;3;2;206;20018;1.9
14101;18030;1.66;0.74;4;2;253;20018;1.7
14101;18030;1.66;0.74;4;2;277;20018;1.8
19078;18033;1.58;2.81;2;1;16;21076;0.1
19078;18033;1.58;2.81;2;1;128;21076;1.9
19078;18033;1.58;2.81;2;1;159;21076;2
19078;18033;1.58;2.81;2;1;193;21076;2
19078;18033;1.58;2.81;3;1;240;21076;1.3
19078;18033;1.58;2.81;3;1;264;21076;1.8
19078;18036;1.58;0.81;2;1;25;21062;0.5
19078;18036;1.58;0.81;2;1;137;21062;1.3
19078;18036;1.58;0.81;2;1;168;21062;1.5
19078;18036;1.58;0.81;2;1;202;21062;1.5
19078;18036;1.58;0.81;3;1;249;21062;1.4
19078;18036;1.58;0.81;3;1;273;21062;1.5
19078;18046;1.58;2.32;2;1;20;21091;0.7
19078;18046;1.58;2.32;2;1;132;21091;0.6
19078;18046;1.58;2.32;2;1;163;21091;1.0
19078;18046;1.58;2.32;2;1;197;21091;1.0
19078;18046;1.58;2.32;3;1;244;21091;0.6
19078;18046;1.58;2.32;3;1;268;21091;0.6
19078;18046;1.58;2.32;2;1;24;21092;1.0
19078;18046;1.58;2.32;2;1;136;21092;2.5
19078;18046;1.58;2.32;2;1;167;21092;2.8
19078;18046;1.58;2.32;2;1;201;21092;2.4
19078;18046;1.58;2.32;3;1;248;21092;2.2
19078;18046;1.58;2.32;3;1;272;21092;2.3
19078;19003;1.58;2.24;2;1;23;21082;0.2
19078;19003;1.58;2.24;2;1;135;21082;0.2
19078;19025;1.58;2.43;1;1;5;21015;2.1
19078;19025;1.58;2.43;1;1;30;21015;4
19078;19025;1.58;2.43;1;1;69;21015;3.8
19078;19025;1.58;2.43;1;1;96;21015;3.5
19078;19025;1.58;2.43;1;1;132;21015;3.2
19078;19025;1.58;2.43;1;1;163;21015;2.2
19078;19025;1.58;2.43;2;1;229;21015;3.5
19078;19025;1.58;2.43;2;1;254;21015;2.2
19078;19025;1.58;2.43;2;1;344;21015;1.5
19078;19028;1.58;1.7;1;1;22;21029;1.8
19078;19028;1.58;1.7;1;1;61;21029;1.3
19078;19028;1.58;1.7;1;1;88;21029;1.2
19078;19028;1.58;1.7;1;1;124;21029;1.1
19078;19028;1.58;1.7;1;1;155;21029;0.9
19078;19028;1.58;1.7;2;1;221;21029;1.1
19078;19028;1.58;1.7;2;1;246;21029;0.3
19078;19028;1.58;1.7;2;1;24;21029;1.5
13362;19041;1.46;2.9;1;1;2;21007;1.2
13362;19041;1.46;2.9;1;1;27;21007;2.1
13362;19041;1.46;2.9;1;1;66;21007;1.7
13362;19041;1.46;2.9;1;1;93;21007;1.4
13362;19041;1.46;2.9;1;1;129;21007;1.5
13362;19041;1.46;2.9;1;1;160;21007;0.7
13362;19041;1.46;2.9;2;1;226;21007;0.8
13362;19041;1.46;2.9;2;1;26;21007;0.5
13362;19041;1.46;2.9;2;2;138;21007;1.0
13362;19041;1.46;2.9;2;2;169;21007;1.5
13362;19041;1.46;2.9;2;2;203;21007;1.2
13362;19041;1.46;2.9;3;2;250;21007;0.4
19078;19047;1.58;2.31;1;1;22;21008;3
19078;19047;1.58;2.31;1;1;61;21008;2.7
19078;19047;1.58;2.31;1;1;88;21008;2.9
19078;19047;1.58;2.31;1;1;124;21008;2.2
19078;19047;1.58;2.31;1;1;155;21008;1.5
19078;19047;1.58;2.31;2;1;221;21008;2
19078;19047;1.58;2.31;2;1;246;21008;0.6
19078;19047;1.58;2.31;2;1;336;21008;1.0
19078;19047;1.58;2.31;3;1;42;21008;0.8
19078;19047;1.58;2.31;3;2;66;21008;2.4
19078;19049;1.58;1.71;2;1;26;21048;0.6
13362;19051;1.46;1.76;2;1;99;21031;3
13362;19051;1.46;1.76;2;1;124;21031;1.6
13362;19051;1.46;1.76;2;1;214;21031;1.1
13362;19065;1.46;2.15;1;1;2;21030;2.4
13362;19065;1.46;2.15;1;1;27;21030;3.1
13362;19065;1.46;2.15;1;1;66;21030;3.4
13362;19065;1.46;2.15;1;1;93;21030;3.5
13362;19065;1.46;2.15;1;1;129;21030;3
13362;19065;1.46;2.15;1;1;160;21030;1.4
13362;19065;1.46;2.15;2;1;226;21030;3.3
13362;19065;1.46;2.15;2;1;251;21030;2
13362;19065;1.46;2.15;2;1;341;21030;1.5
13362;19065;1.46;2.15;2;1;33;21030;2.7
13362;19065;1.46;2.15;3;2;80;21030;2.1
13362;19065;1.46;2.15;3;2;104;21030;2.6
19078;19066;1.58;1.55;1;1;2;21026;2.2
19078;19066;1.58;1.55;1;1;27;21026;2.9
19078;19066;1.58;1.55;1;1;66;21026;2.9
19078;19066;1.58;1.55;1;1;93;21026;2.5
19078;19066;1.58;1.55;1;1;129;21026;2.6
19078;19066;1.58;1.55;1;1;160;21026;1.7
19078;19066;1.58;1.55;2;1;226;21026;3.3
19078;19066;1.58;1.55;2;1;251;21026;1.8
19078;19066;1.58;1.55;2;1;341;21026;1.5
19078;19072;1.58;1.17;2;1;104;21010;0.9
19078;19072;1.58;1.17;2;1;129;21010;0.5
19078;19099;1.58;1.65;1;1;38;21033;2
19078;19099;1.58;1.65;1;1;69;21033;1.6
19078;19099;1.58;1.65;2;1;135;21033;2.8
19078;19099;1.58;1.65;2;1;250;21033;0.5
19078;20004;1.58;1.12;1;1;48;22002;1.5
19078;20004;1.58;1.12;1;1;82;22002;2.3
19078;20004;1.58;1.12;2;1;129;22002;1.7
19078;20004;1.58;1.12;2;1;153;22002;1.7
